Name,Age,Country,CGPA,Skill,Program
John Watts,25,Papua New Guinea,2.74,Statistics,BS Business Analytics
James Taylor,17,Peru,3.31,Financial Modelling,BS Accounting & Finance
Shane Townsend,22,Luxembourg,3.81,SQL,BS Information Technology
Sean Torres,22,Egypt,2.44,Financial Modelling,BS Accounting & Finance
Anthony Kim DVM,22,Uzbekistan,3.51,SQL,BS Information Technology
Robert Robinson,16,Czech Republic,2.81,None,BBA
Daniel Ibarra,21,Bulgaria,2.79,Python,BS Software Engineering
Michael Scott,16,Cape Verde,2.41,R,BS Data Science
Eric Cabrera,19,Uganda,2.13,SQL,BS Information Technology
Hannah Arroyo,22,Seychelles,2.47,Excel,BBA
Anthony Kelley,24,Algeria,2.21,Excel,BBA
Rachael Owens,24,Tajikistan,3.72,Excel,BBA
Sandra Robinson,22,Jordan,3.62,R,BS Data Science
Kristina Ortega,25,French Southern Territories,3.76,Excel,BBA
Sara Lam,20,Ghana,3.81,Python,BS Computer Science
Stacy Rodriguez,18,Yemen,2.05,SQL,BS Information Technology
William Martinez,20,Saint Martin,2.78,SQL,BS Information Technology
Casey Ruiz,18,Benin,2.95,SQL,BS Computer Science
Joel Sims,23,Mali,2.01,None,BBA
Jeremy Hughes,19,Azerbaijan,3.47,Excel,BS Accounting & Finance
Joseph Rivera,25,Puerto Rico,2.19,Financial Modelling,BS Accounting & Finance
Bridget Miller MD,22,Northern Mariana Islands,3,Statistics,BS Business Analytics
Michelle Travis DDS,19,Czech Republic,3.55,Python,BS Computer Science
Kevin Malone,23,Mauritius,3.98,Python,BS Computer Science
Matthew Romero,24,South Africa,2.66,Management,BBA
David Parsons,23,Haiti,3.67,SQL,BS Business Analytics
Latoya Thompson,24,Anguilla,2.68,SQL,BS Business Analytics
Dr. Linda Peters,21,Nicaragua,3.21,Excel,BS Business Analytics
Daniel Flores,17,Belarus,3.68,Statistics,BS Data Science
Brianna Duncan,19,Jersey,2.47,Excel,BS Business Analytics
Kurt Yang,20,Belarus,3.78,Risk Management,BS Accounting & Finance
Ryan Hunter,16,Qatar,3.12,Python,BS Software Engineering
Stephanie Morris,24,Mexico,2.24,Statistics,BS Business Analytics
Joshua Wright,20,Zimbabwe,3.09,Financial Modelling,BS Accounting & Finance
Bethany Martinez,19,Qatar,2.09,Statistics,BS Data Science
Terry Santiago,17,Trinidad and Tobago,3.6,Excel,BS Business Analytics
Daniel Jordan,19,Mozambique,2.86,Excel,BS Information Technology
Frank Baker,19,Haiti,2.89,Risk Management,BS Accounting & Finance
Anthony Lucero,22,Panama,2.62,Excel,BS Accounting & Finance
Linda Turner,23,Antarctica (the territory South of 60 deg S),2.62,Excel,BS Information Technology
Donna Howard,22,Guyana,2.99,Financial Modelling,BS Accounting & Finance
Amanda Phillips,16,Equatorial Guinea,3.4,Excel,BS Accounting & Finance
Kristen Gilbert,16,Mauritius,3.39,Python,BS Software Engineering
Jessica Martinez,22,Turks and Caicos Islands,2.16,Excel,BBA
Richard Harper,17,Liechtenstein,2.87,Statistics,BS Business Analytics
Mario Miller,17,Marshall Islands,2.49,SQL,BS Business Analytics
Audrey Jackson,18,Gibraltar,3.09,Excel,BS Business Analytics
Jennifer Vaughn,23,Georgia,2.2,Python,BS Data Science
Steven Tate,23,Ghana,3.07,Python,BS Computer Science
Marie Dean,21,Swaziland,2.15,R,BS Data Science
Jason Horton,19,Kyrgyz Republic,2.67,Excel,BBA
Daniel Murray,24,Jordan,3.81,SQL,BS Computer Science
Michelle Davis,23,Lithuania,3.41,Risk Management,BS Accounting & Finance
James Shepard,20,Madagascar,2.69,Excel,BS Business Analytics
Chris Herrera,22,Cameroon,2.48,SQL,BS Business Analytics
John Garcia,19,Guatemala,3.19,Risk Management,BS Accounting & Finance
Gina Allen,20,India,3.26,Python,BS Software Engineering
Andrea Hernandez MD,18,China,3.69,Risk Management,BS Accounting & Finance
Carla Reilly,24,Equatorial Guinea,3.62,Management,BBA
Travis Byrd,20,Saint Martin,2.59,Risk Management,BS Accounting & Finance
Eric Peters,23,Gabon,2.44,Excel,BS Business Analytics
Kaitlin Hill,18,Lao People's Democratic Republic,2.3,Excel,BS Information Technology
Andrew Sanders,22,New Zealand,3.37,None,BBA
Richard Watson,23,Nicaragua,2.26,SQL,BS Information Technology
Angela Brady MD,19,Thailand,3.47,Risk Management,BS Accounting & Finance
Christopher Fuller,21,Qatar,3.55,Excel,BS Business Analytics
Karen Lin,22,Bosnia and Herzegovina,2.61,Python,BS Computer Science
Tiffany Russell,19,Jersey,2.09,SQL,BS Information Technology
Logan Atkins,19,Wallis and Futuna,2.07,Excel,BS Information Technology
Yvette Barnes,21,Barbados,3.25,Risk Management,BS Accounting & Finance
Derrick Parker MD,20,Poland,3.97,SQL,BS Information Technology
Stephanie Brown,19,Niger,2.76,Python,BS Computer Science
Barbara Lopez,20,Canada,3.59,Excel,BS Business Analytics
Daniel Johnson,20,Comoros,3.03,Management,BBA
Dr. Tracy Mcdonald,19,Estonia,3.55,Financial Modelling,BS Accounting & Finance
Kristina Bell,23,Gambia,2.62,Excel,BS Business Analytics
Dillon Johnson,23,Guadeloupe,3.96,SQL,BS Business Analytics
Tracy Salinas,23,Georgia,3.57,Statistics,BS Data Science
Nathaniel Wilson,22,Spain,3.14,Excel,BS Accounting & Finance
Angel Moore,17,South Georgia and the South Sandwich Islands,2.06,Python,BS Data Science
Maria Castaneda,19,Lithuania,2.31,Excel,BBA
Deborah Romero,16,Congo,2.78,SQL,BS Computer Science
Lori Collins,24,Solomon Islands,2.87,Excel,BS Accounting & Finance
David Santos,23,Kazakhstan,3.45,Statistics,BS Business Analytics
Megan Cruz,21,Yemen,2.55,None,BBA
Tina Smith,16,Antigua and Barbuda,3.44,None,BBA
James Francis,24,Guyana,3.23,Python,BS Data Science
Michael Lewis,22,Slovakia (Slovak Republic),2.17,R,BS Data Science
Karen Thompson,21,Angola,2.59,R,BS Data Science
Carla Castillo,16,Algeria,2.44,Excel,BS Information Technology
Elizabeth Green,22,France,2.86,Excel,BS Business Analytics
Tamara Hernandez,21,Armenia,2.78,Risk Management,BS Accounting & Finance
Leroy Harris,18,Cape Verde,2.78,Python,BS Software Engineering
Ellen Jennings,16,Saudi Arabia,3.16,None,BBA
Lisa Smith,20,Somalia,3.21,Python,BS Software Engineering
Brian Young,24,Oman,2.25,Financial Modelling,BS Accounting & Finance
Fred Taylor,19,Israel,2.75,Excel,BS Information Technology
Sarah Bauer,19,Christmas Island,2.93,SQL,BS Computer Science
John Woods,22,Singapore,3.18,Python,BS Data Science
Kenneth Jackson,17,French Polynesia,3.98,Python,BS Software Engineering
Shelby Holmes,18,Gabon,3.85,Python,BS Data Science
Christopher Rivera,23,Palau,2.12,Statistics,BS Data Science
Madison Thomas,20,Namibia,3.99,Python,BS Data Science
Leslie Thomas DVM,20,Gabon,3.61,Statistics,BS Data Science
Elizabeth Choi,18,Palestinian Territory,3.94,SQL,BS Business Analytics
Colleen Hess,17,Heard Island and McDonald Islands,3.15,Python,BS Software Engineering
Kimberly Smith,19,Portugal,3.86,SQL,BS Computer Science
Devon Acevedo,20,Kazakhstan,3.36,SQL,BS Information Technology
Mr. Travis Bauer,19,Saudi Arabia,3.7,Excel,BS Accounting & Finance
Christine Gould,17,Comoros,3.59,Excel,BS Information Technology
Theresa Harrison,16,Congo,3.08,Python,BS Software Engineering
Jesse Davis,22,Andorra,3.42,SQL,BS Information Technology
Gregory White,18,Colombia,3.35,Excel,BBA
Brittany Orozco,21,French Polynesia,3.45,Management,BBA
Scott Beck,20,Nauru,3.86,None,BBA
Beth Munoz,17,Cook Islands,3.56,Excel,BS Information Technology
Kenneth James,22,Philippines,3.08,SQL,BS Information Technology
Theresa Miller,18,Bahrain,2.51,SQL,BS Business Analytics
Charles Schmidt,17,Angola,2.77,Python,BS Software Engineering
Michelle Mccoy,19,Qatar,2.89,Excel,BS Information Technology
Jessica Patel,17,Brunei Darussalam,2.86,None,BBA
Curtis Rice,23,Turkey,3.75,Python,BS Data Science
Suzanne Barnes,20,Cook Islands,2.13,SQL,BS Information Technology
Christopher Phelps,18,Chile,3.76,SQL,BS Computer Science
Jared Stephens,22,Senegal,2.46,Python,BS Computer Science
Donald Morgan,21,United Kingdom,3.69,Excel,BS Business Analytics
Collin Chapman,18,Sierra Leone,2.24,Python,BS Software Engineering
Kari Williams,18,Timor-Leste,3.32,Excel,BS Business Analytics
Alexander Baker,21,Aruba,3.74,Excel,BBA
Troy Mullen,16,United Arab Emirates,3.1,Financial Modelling,BS Accounting & Finance
Karen Boyd,24,Ecuador,3.11,Python,BS Computer Science
Bobby Martinez,19,Brazil,3.78,Statistics,BS Data Science
Jacob Mccann,25,Aruba,3.79,SQL,BS Computer Science
Beth Carrillo,22,Algeria,3.34,Statistics,BS Data Science
Robert Kaiser,16,Tonga,3.74,Statistics,BS Business Analytics
Todd Cross,16,Portugal,3.71,SQL,BS Information Technology
Javier Johnson,18,Albania,2.11,SQL,BS Information Technology
Vincent Dunn,18,Morocco,2.46,Statistics,BS Data Science
Brianna Hernandez,22,Senegal,2.12,None,BBA
Deborah Vaughn,22,Puerto Rico,2.36,Statistics,BS Data Science
Erin Brooks,23,Mali,2.3,Risk Management,BS Accounting & Finance
Jonathan Gross,21,Solomon Islands,3.61,Statistics,BS Business Analytics
Richard Brown,17,Papua New Guinea,3.99,SQL,BS Computer Science
George Brown,21,Netherlands Antilles,3.96,Python,BS Computer Science
Brian Gomez,22,Mauritania,3.73,Risk Management,BS Accounting & Finance
Raymond Rush,21,Madagascar,2.14,Risk Management,BS Accounting & Finance
Catherine Mcclure,20,El Salvador,2.37,Management,BBA
Jason Cuevas,16,Indonesia,2.03,Statistics,BS Business Analytics
Mr. Steven Price,21,Liberia,2.07,None,BBA
Kristen Thomas,25,China,3.52,Management,BBA
Anne Brennan,17,Iceland,3.29,Python,BS Computer Science
Edward Carroll,17,Nigeria,2.57,Python,BS Software Engineering
Caleb Dixon,25,Paraguay,3.84,Excel,BS Information Technology
Erik Baker,16,Nigeria,3.28,SQL,BS Computer Science
Karen Watson,22,Portugal,3.15,Management,BBA
Jessica Black,21,Bangladesh,3.04,SQL,BS Computer Science
Robert Goodman,25,Sweden,2.21,SQL,BS Business Analytics
Michelle Kerr,16,Liberia,2.82,Management,BBA
Jennifer Mcdonald,20,Spain,3.11,R,BS Data Science
Carl Watson,18,Austria,2.72,Python,BS Computer Science
Paul Santos,25,Tanzania,2.57,Excel,BBA
Jennifer Pope,16,Barbados,2.92,None,BBA
Alexa Herman,23,Suriname,2.55,Financial Modelling,BS Accounting & Finance
Mrs. Katherine Smith DDS,19,Jordan,2.85,Excel,BBA
Julie Thomas,16,Italy,2.31,Python,BS Software Engineering
William Cunningham,25,Uganda,3.71,None,BBA
Danielle Thornton,23,Greenland,3.95,R,BS Data Science
Samuel Branch,20,Andorra,2.73,Statistics,BS Data Science
Joshua Burton,20,Uganda,2.55,SQL,BS Computer Science
Steven Miller,24,Ukraine,3.93,Python,BS Software Engineering
Jessica Larsen,19,Korea,3.89,Excel,BS Accounting & Finance
Matthew Barrett,24,Malaysia,2.52,Python,BS Software Engineering
Amanda Ray,16,Sierra Leone,3.58,Excel,BS Business Analytics
Vanessa Peterson,25,Madagascar,3.72,Python,BS Software Engineering
Felicia Norton,17,Bouvet Island (Bouvetoya),2.45,R,BS Data Science
Linda Acevedo,24,Kiribati,2.89,SQL,BS Computer Science
Hannah Walker,16,Greenland,2.41,Excel,BS Information Technology
Jeffrey Roberts,23,Guinea,2.24,Excel,BS Accounting & Finance
Carol Perez,22,Algeria,3.38,Python,BS Data Science
Brandy Jackson,23,Uganda,2.57,Financial Modelling,BS Accounting & Finance
Isaac Todd,16,Hong Kong,3.57,Python,BS Software Engineering
Jennifer Bates,22,Antigua and Barbuda,2.5,Python,BS Software Engineering
William Holloway,21,Cyprus,3.43,Python,BS Computer Science
Pamela Marks,23,Svalbard & Jan Mayen Islands,2.17,Python,BS Data Science
Joshua Wright,24,Angola,3.21,Python,BS Software Engineering
Julia Fowler,23,Fiji,2,None,BBA
Angela Thomas,24,China,3.45,SQL,BS Business Analytics
Amanda Jones,18,Lebanon,3.33,Python,BS Computer Science
Debra Banks,25,Colombia,3.35,SQL,BS Computer Science
Matthew Watts,25,Lebanon,3.78,Excel,BS Accounting & Finance
Shannon Chen,22,Denmark,2.5,Statistics,BS Business Analytics
Adam Stephenson,16,Cameroon,2.06,Python,BS Software Engineering
Robert Hanson,23,Bulgaria,2.63,Excel,BS Accounting & Finance
Joseph Woods,16,Sri Lanka,3.84,Python,BS Software Engineering
Laura Mitchell,18,Guam,2.53,Statistics,BS Data Science
Victor Lucas,25,Greece,2.49,SQL,BS Business Analytics
David Welch,16,Iceland,2.54,Python,BS Software Engineering
Paula Cabrera,25,Macao,2.38,SQL,BS Information Technology
Michael Young,21,Palau,2.3,Risk Management,BS Accounting & Finance
Gregory Rogers,16,Zimbabwe,2.45,Financial Modelling,BS Accounting & Finance
Andrea Roberts,23,Hungary,3.24,Python,BS Data Science
Michael Quinn,20,Sri Lanka,3.06,SQL,BS Computer Science
Lauren Garcia,19,Guadeloupe,2.18,None,BBA
Justin King,17,South Georgia and the South Sandwich Islands,2.89,SQL,BS Information Technology
Joseph Hartman,18,Honduras,2.46,Python,BS Data Science
Cathy Yoder,16,Djibouti,3.53,Excel,BS Business Analytics
Christina Anderson,22,Cote d'Ivoire,3.31,SQL,BS Business Analytics
Jeremy Wade,19,Guernsey,3.5,Risk Management,BS Accounting & Finance
Anna White,19,Singapore,3.12,Financial Modelling,BS Accounting & Finance
Tammy Washington,25,Rwanda,3.76,Excel,BS Business Analytics
Brandi Fowler,22,Uzbekistan,3.06,Statistics,BS Data Science
Matthew Brown,18,Canada,3.54,Python,BS Software Engineering
Jon Rodriguez,16,Rwanda,2.04,SQL,BS Business Analytics
Grace Harris,16,Poland,2.84,Python,BS Computer Science
Erin Carter,24,Jamaica,2.52,Python,BS Software Engineering
James Boone,18,Madagascar,2.28,Python,BS Software Engineering
Amy Mcclure,19,Andorra,3.56,Python,BS Data Science
Teresa Schaefer,25,Brunei Darussalam,3.99,Excel,BS Information Technology
Oscar Reed,22,Togo,2.67,Python,BS Software Engineering
Kristin Maxwell,23,Andorra,3.39,Python,BS Software Engineering
Vicki Hudson,19,Heard Island and McDonald Islands,2.86,Excel,BBA
Katherine Leach,20,Ireland,3.43,Risk Management,BS Accounting & Finance
Anthony Henderson,24,Romania,3.8,SQL,BS Information Technology
Eddie Griffith,24,San Marino,3.54,Python,BS Computer Science
Rachel Hood,24,Bahrain,2.62,Python,BS Software Engineering
Nathan Yang,23,Lebanon,3.68,Risk Management,BS Accounting & Finance
Steve Gonzalez,17,United States Minor Outlying Islands,3.63,Python,BS Computer Science
Scott Warner,17,Equatorial Guinea,3.56,SQL,BS Computer Science
Gregg Pham,16,Spain,2.8,Python,BS Software Engineering
Justin Smith,21,Maldives,2.26,Statistics,BS Business Analytics
Matthew Hill,24,Somalia,2.21,Excel,BS Information Technology
Laura Stewart,18,Greece,4,Statistics,BS Business Analytics
Amanda Garrett,23,Georgia,2.58,Python,BS Data Science
Amanda Taylor,20,Barbados,2.42,SQL,BS Information Technology
Tara Hill,16,Antigua and Barbuda,3.91,Python,BS Data Science
Mark Thornton,17,Bermuda,2.93,None,BBA
James Davis,24,Greenland,3.57,R,BS Data Science
Jacob Peterson,25,Bosnia and Herzegovina,3.37,Python,BS Software Engineering
Cristian Johnson,19,Romania,2.64,Python,BS Software Engineering
Holly Hoffman,23,Marshall Islands,2.25,Management,BBA
Michael Nielsen,18,Cote d'Ivoire,3.27,Excel,BS Accounting & Finance
Roy Morales,20,Martinique,3.41,SQL,BS Information Technology
Melissa Callahan,25,Bangladesh,3.59,R,BS Data Science
Jaime Avery,20,Thailand,2.35,Statistics,BS Data Science
Kevin Hernandez,20,Latvia,3.44,Statistics,BS Business Analytics
Angela Phillips,19,New Caledonia,2.59,Python,BS Software Engineering
William James,24,Christmas Island,2.03,Python,BS Software Engineering
Cory Alvarado,18,Tokelau,3.18,SQL,BS Business Analytics
Tiffany Moore,18,Azerbaijan,2.04,Excel,BBA
John King,18,Martinique,3.56,R,BS Data Science
Lauren Kramer,18,Tuvalu,3.35,Python,BS Software Engineering
Michael Phillips,19,Congo,2.62,Risk Management,BS Accounting & Finance
David Rodriguez,16,British Indian Ocean Territory (Chagos Archipelago),2.87,Excel,BS Accounting & Finance
Michael Young,25,Comoros,3.76,R,BS Data Science
Katherine Smith,19,Haiti,3.01,Financial Modelling,BS Accounting & Finance
Bradley Chapman,17,Trinidad and Tobago,3.86,Python,BS Software Engineering
Karen Mitchell,23,Turkey,3.99,Risk Management,BS Accounting & Finance
Valerie Simmons DDS,18,Iceland,2.39,Python,BS Software Engineering
Herbert Mitchell,16,Northern Mariana Islands,3.28,Statistics,BS Data Science
Christina Martinez,18,Andorra,3.97,Python,BS Computer Science
William Davidson,22,Svalbard & Jan Mayen Islands,2.39,Python,BS Software Engineering
Daniel Hoffman,22,Belgium,3.06,SQL,BS Information Technology
Mary Bailey,20,Sudan,2.57,Python,BS Software Engineering
Richard Jackson,19,Bermuda,2.53,Python,BS Software Engineering
Eduardo Smith,25,Argentina,3.71,Risk Management,BS Accounting & Finance
Denise Jones,25,Oman,2.11,Statistics,BS Business Analytics
Mark Sanford,20,Saudi Arabia,2.06,SQL,BS Information Technology
Nicholas Conley,20,Senegal,2.38,SQL,BS Computer Science
Amanda Johnson,21,Djibouti,2.22,Statistics,BS Business Analytics
Travis Robbins,16,Guadeloupe,3.83,SQL,BS Computer Science
Nathaniel Wells,24,Uruguay,2.19,Excel,BS Accounting & Finance
James Ramsey,22,Tuvalu,3.89,Excel,BBA
Beverly Miller,18,Pitcairn Islands,2.15,Python,BS Software Engineering
Christopher Vasquez MD,22,Guinea,2.66,SQL,BS Information Technology
Jeffrey Cantu,22,Seychelles,3.15,Python,BS Software Engineering
Alejandro Herring,22,Sudan,2.94,SQL,BS Information Technology
Stephen Flores,23,Uganda,2.22,Excel,BS Information Technology
Carly Sanchez,20,Brazil,3.3,Excel,BS Business Analytics
Christopher Jackson,24,Bulgaria,3.75,Python,BS Software Engineering
Sandra Ibarra,24,Mauritania,2.33,Management,BBA
Kristen Sellers,25,Cape Verde,3.22,Python,BS Computer Science
Sheila Johnson,17,El Salvador,2.59,R,BS Data Science
Scott Ellis,23,Hungary,2.79,SQL,BS Information Technology
Brett Harris,22,Montserrat,2.03,SQL,BS Business Analytics
Michelle Chase,18,Tanzania,2.27,None,BBA
Daniel Jordan,20,Brazil,2.08,SQL,BS Computer Science
Sarah Shaw,16,Germany,2.69,SQL,BS Business Analytics
Pam Huber,21,United States of America,3.45,Excel,BS Business Analytics
Shelley Carrillo,20,Cayman Islands,3.87,Excel,BS Information Technology
Bobby Meza,23,Mongolia,3.41,R,BS Data Science
Glenn Gray,25,Serbia,2.41,Statistics,BS Business Analytics
Megan Lopez,25,Venezuela,3.48,Python,BS Computer Science
Russell Frazier,19,Palestinian Territory,2.38,Python,BS Software Engineering
Jeremy Moore,22,Samoa,2.68,Statistics,BS Data Science
William Miller,23,Gabon,3.35,SQL,BS Business Analytics
Ashley Hanson,23,Solomon Islands,2.47,Excel,BS Information Technology
Kathryn Perkins,23,Anguilla,2.42,Statistics,BS Data Science
Stephen Jones,23,Guam,2.04,Python,BS Software Engineering
Fernando Garcia,23,Norfolk Island,2.21,SQL,BS Computer Science
Calvin Jenkins,20,Bulgaria,2.77,Statistics,BS Data Science
Samantha Campbell,19,Lebanon,2.85,Statistics,BS Business Analytics
Laurie Washington,24,Netherlands,2.47,None,BBA
Rhonda Levine,25,Ecuador,2.62,Management,BBA
Ryan Webster,21,Palestinian Territory,3.36,R,BS Data Science
Amanda Bell,19,Cameroon,3.44,Management,BBA
Joshua Mcdonald,19,Vanuatu,2.59,None,BBA
Timothy Davis,18,Andorra,3.16,SQL,BS Information Technology
Douglas Salas,19,Mozambique,2.82,None,BBA
Michelle Alvarez,21,American Samoa,3.65,Statistics,BS Data Science
Regina Edwards,23,Senegal,3.27,Statistics,BS Business Analytics
Teresa Parker DDS,18,Russian Federation,2.57,Management,BBA
Christian Williams DDS,16,Denmark,2.13,Excel,BS Business Analytics
